fsq_place_id,name,location.formatted_address,latitude,longitude,distance,station_id
4b6302d8f964a520905d2ae3,Première Moisson,"7075 rue Casgrain (Marché Jean-Talon), Montréal QC H2S 3A3",45.53548217403967,-73.61560170999411,33,00c210cb99cf9d1b923c1548938aee56
4ff358cee4b054fba8d01d88,Joe la Croute,"7024, ave. Casgrain, Montréal QC H2S 3A2",45.53469282845136,-73.61495730975004,68,00c210cb99cf9d1b923c1548938aee56
4b6e00ccf964a5209ea22ce3,Primo i Secondo,"St dominique (Mozart), Montréal QC H2S 3B6",45.53445766061076,-73.61533726094247,82,00c210cb99cf9d1b923c1548938aee56
4f5f8320e4b0912b8431dc78,La Stellina,"178 Place du Marché-du-Nord, Montréal QC H2S 1A1",45.535268719373065,-73.61458858293231,70,00c210cb99cf9d1b923c1548938aee56
4adf33eef964a520497821e3,Kitchen Galerie,"60 Jean-Talon E. (St Dominique), Montréal QC H2R 1S5",45.53527637359138,-73.61696356038233,115,00c210cb99cf9d1b923c1548938aee56
5598008b498e69837a136c37,Café Saint-Henri,"260 Place du Marché nord, Montréal QC H2S 1A1",45.535949252750804,-73.61407001069685,138,00c210cb99cf9d1b923c1548938aee56
4b05bef5f964a52044e222e3,Le Petit Alep Bistro,"191, rue Jean-Talon Est (Gaspé), Montréal QC H2R 1S8",45.53638472772476,-73.61622532046992,144,00c210cb99cf9d1b923c1548938aee56
4c30ec5f452620a1b4db1f0f,El Rey del Taco,"234 rue Jean-Talon Est (coin Casgrain), Montréal QC H2R 1S7",45.53639235771873,-73.61593620884341,138,00c210cb99cf9d1b923c1548938aee56
4b8bd8acf964a52058ae32e3,Crêperie du Marché,"7070 Ave Henri-Julien (Marché Jean-Talon), Montréal QC H2S 3S3",45.536243931928105,-73.61473370370591,130,00c210cb99cf9d1b923c1548938aee56
4b5244b9f964a520d57327e3,Alep,"199 Jean-Talon Est (Gaspé), Montréal QC H2R 1S8",45.536481956339586,-73.61637330798594,159,00c210cb99cf9d1b923c1548938aee56
4dc627f4b0fb5556cd042ce6,Le Pourvoyeur,"184 rue Jean-Talon Est (Marché Jean-Talon), Montréal QC H2R 1S7",45.53599571323056,-73.61641927969916,115,00c210cb99cf9d1b923c1548938aee56
4fa5808fe4b05ddd672e12a0,La Boite Aux Huîtres,"7070 Henri Julien (Marché Jean Talon), Montréal QC H2S 3S3",45.53651003116592,-73.61501721105,151,00c210cb99cf9d1b923c1548938aee56
54b3562b498ea1f75c4bbf0b,Le Café Du Marché,"236 Place du Marche du Nord, Montréal QC H2S 1A1",45.53573103667442,-73.61421610480629,115,00c210cb99cf9d1b923c1548938aee56
4b3a4ee5f964a520456425e3,Motta,"303 Avenue Mozart Est (rue Henri-Julien), Montréal QC H2S 1B8",45.53626568880522,-73.61328296637788,208,00c210cb99cf9d1b923c1548938aee56
4fcbaddde4b00a0e8530de88,l'Eggs Oeuf du Marche,"7143 rue Saint-Dominique (Jean Talon), Montréal QC H2S 3B8",45.535162798803164,-73.61695981154502,115,00c210cb99cf9d1b923c1548938aee56
5849d31423188e1e7a58e397,Marconi,"45 Avenue Mozart O, Montréal QC H2S 1C1",45.53296717179756,-73.61596657725607,249,00c210cb99cf9d1b923c1548938aee56
4ad4c06ef964a520d5fa20e3,Pizzeria Napoletana,"189 rue Dante (coin De Gaspé), Montréal QC H2S 1K1",45.53432411119559,-73.61254748789034,247,00c210cb99cf9d1b923c1548938aee56
565f4aea498e786f1ff0a594,Chez Tousignant,"6956, rue Drolet (entre Mozart & Bélanger), Montréal QC H2S 2T3",45.53616561299108,-73.61243723162615,260,00c210cb99cf9d1b923c1548938aee56
4adb932bf964a5201b2921e3,Caffè Italia,"6840 boul. Saint-Laurent, Montréal QC H2S 3C7",45.53286243530626,-73.61417784202062,277,00c210cb99cf9d1b923c1548938aee56
4c7016acd97fa143f6ecf4ca,Le Ryad,"7070 Henri-Julien, Montréal QC H2R 1T1",45.536204037019175,-73.61470288803591,127,00c210cb99cf9d1b923c1548938aee56
4bd0cb7041b9ef3bded4fae5,Milan Pizzeria,"64 rue de la Perrière S, Boucherville QC J4B 4W8",45.61226222306601,-73.45077136592833,132,00c84f03ca5970eaa144ed6867d1e2b9
55607a9e498e30fba6ed2ab5,Saint-Laurent Café,"578 Rue Saint-Charles (coin De la Perrière Nord), Boucherville QC J4B 3N4",45.61316018879595,-73.45434110555728,218,00c84f03ca5970eaa144ed6867d1e2b9
34a93a3a78f6498c996c8739,Resto Soleil,"65A de Montbrun Rue, Boucherville QC J4B 7H4",45.6146321993197,-73.45171456798879,145,00c84f03ca5970eaa144ed6867d1e2b9
4f898668e4b005979e4cee17,Café de la Gare,Boucherville QC,45.61469368948204,-73.45147366281999,151,00c84f03ca5970eaa144ed6867d1e2b9
4fd235eee4b0b49d5ae77d7b,Restaurant de la Marina,"535 Marie-Victorin Blvd, Boucherville QC J4B 8T4",45.61152232841293,-73.45671990063241,449,00c84f03ca5970eaa144ed6867d1e2b9
